Vineyard,Wine,quality,color
West,750,5,white
East,151,6,white
North,1565,5,red
East,1338,6,white
West,689,5,white
South,842,5,red
East,980,6,white
North,1543,4,white
West,1046,5,white
South,756,5,white
West,1394,4,white
North,421,5,white
North,757,7,white
East,723,7,white
East,424,5,red
West,347,5,red
West,119,5,red
West,665,7,white
South,653,5,white
West,534,5,red
South,1282,5,white
West,1227,8,white
North,727,5,white
East,521,6,white
South,750,5,white
North,462,5,white
South,1260,7,red
North,1546,5,white
South,184,6,white
West,1297,5,white
South,1116,5,white
West,57,8,white
North,1400,6,white
West,420,6,white
East,1117,5,white
North,200,6,white
East,722,8,white
North,1606,6,white
East,1248,8,white
South,740,6,white
North,1584,6,white
East,102,6,white
West,310,6,red
East,1004,6,white
East,622,5,white
North,150,5,white
West,1362,7,white
North,575,6,white
South,1025,6,white
South,139,6,white
South,326,6,red
North,457,7,white
South,528,6,white
South,1419,5,white
North,1457,5,white
North,1336,7,white
East,1375,7,white
North,203,5,white
South,913,6,white
South,143,5,white
West,1303,7,white
South,406,6,red
East,351,6,white
East,419,6,white
West,158,5,red
South,150,7,white
East,377,6,white
East,1244,6,white
South,57,7,white
East,633,6,white
East,856,6,white
South,1503,3,white
North,1055,5,red
South,650,5,white
West,821,5,white
East,1143,5,white
West,1571,6,white
North,1290,5,red
East,333,6,white
South,1033,5,red
East,692,7,red
West,262,5,white
East,749,6,white
South,729,6,white
West,1165,7,white
East,836,7,white
North,1424,6,white
East,393,7,white
East,738,6,white
West,1510,5,red
North,178,5,white
West,38,6,white
South,1493,7,white
North,1330,5,white
South,1258,7,white
North,1311,5,red
North,1337,7,red
West,1158,5,white
North,1591,6,white
North,1433,6,white
West,1324,5,white
South,166,6,white
East,1494,6,white
North,219,6,red
North,1057,6,white
South,1247,5,white
East,1536,5,red
East,1001,5,red
East,1017,7,white
East,441,6,white
East,660,5,white
West,341,6,white
North,1176,5,white
East,1011,6,red
South,526,7,white
West,220,7,white
North,723,5,red
West,1343,6,white
North,898,6,white
East,1529,5,red
South,495,5,white
South,1393,7,white
South,543,6,white
North,48,5,white
West,1368,6,white
West,682,8,white
North,1145,6,red
North,1476,5,white
West,441,6,white
East,601,7,white
North,655,6,red
South,1525,6,white
North,1421,6,white
South,34,7,red
West,1224,7,white
East,1245,7,red
East,248,6,white
North,1104,5,red
East,1218,7,white
North,1468,6,red
East,659,5,white
East,1164,6,white
South,706,6,white
East,97,7,white
East,809,6,white
West,471,5,white
West,862,5,white
West,658,5,white
North,97,5,white
South,1014,6,white
West,1492,5,red
North,236,5,white
West,1042,8,white
South,46,6,white
North,485,6,white
North,798,6,white
West,457,6,white
North,460,5,red
East,19,7,white
West,1586,6,white
West,1339,6,white
South,315,7,white
East,152,6,white
North,323,7,white
North,509,4,white
North,279,6,white
East,1088,6,white
South,623,6,white
North,114,5,white
North,321,6,white
West,337,7,white
West,1570,7,white
East,1472,5,white
South,240,7,white
South,1620,6,white
West,1216,4,white
North,1528,6,white
North,1021,6,white
West,98,7,white
East,551,7,white
South,71,5,red
North,908,6,white
South,838,6,white
East,11,5,red
East,1022,4,white
North,1061,5,red
East,927,6,red
North,29,7,red
South,208,5,red
East,1404,5,white
North,1460,6,white
East,913,6,white
South,346,6,white
North,716,7,red
North,1437,5,white
North,318,5,red
West,916,6,white
East,848,6,red
West,1002,6,white
East,663,6,white
South,268,6,white
North,1579,5,red
North,394,6,white
West,1410,6,white
East,29,7,white
East,800,5,red
East,271,6,white
North,1165,7,white
South,410,5,white
East,1020,7,white
North,141,7,white
South,11,5,white
West,171,5,white
South,1210,5,white
East,1018,7,red
North,1374,6,red
West,517,6,white
West,893,6,white
South,616,4,white
North,452,6,red
West,1361,7,white
East,1585,7,white
East,162,7,white
West,1408,6,white
North,135,5,white
South,214,7,white
East,401,5,white
East,1100,5,white
West,926,6,white
North,122,5,white
West,631,7,white
East,1371,5,white
West,1244,5,white
West,705,6,white
South,786,7,white
West,679,5,white
East,912,5,white
East,252,6,white
West,1524,4,white
East,23,5,red
East,650,7,white
South,1589,5,white
East,1495,7,white
North,519,7,red
West,309,6,white
East,400,6,white
North,1486,5,white
West,970,6,white
East,1052,5,red
North,492,5,red
West,304,6,red
East,331,6,white
South,1564,5,white
South,1582,7,white
West,480,7,white
South,999,6,white
South,508,5,white
South,1284,6,red
North,532,5,red
North,909,6,white
North,388,6,white
North,112,6,white
East,562,6,white
North,599,7,white
South,347,7,white
West,157,5,white
North,1616,5,red
East,241,6,white
West,1512,6,white
North,658,6,white
North,1560,6,white
West,1210,8,white
East,1486,6,red
West,467,5,red
East,1500,6,white
East,863,7,white
South,1146,6,white
North,914,7,white
North,379,7,white
South,370,5,white
North,1340,5,red
West,635,5,red
South,751,7,white
East,1447,6,red
North,911,4,white
East,754,6,white
West,62,8,white
South,160,6,white
North,511,6,white
East,861,7,white
West,1554,6,white
West,1446,6,white
West,2,6,red
East,860,8,white
West,53,5,white
East,1582,6,white
East,58,5,white
North,1244,6,white
East,390,8,white
North,835,6,red
West,842,6,white
West,853,7,white
East,1124,6,white
West,1083,7,red
South,442,5,white
South,1123,5,white
West,1359,6,white
South,19,6,white
West,1182,4,white
East,575,7,white
East,1139,5,red
South,1179,6,white
West,493,6,white
East,673,6,white
East,550,5,red
East,1095,7,white
East,773,6,red
East,1260,5,white
North,721,5,white
East,1570,7,white
West,442,6,white
East,270,6,white
North,812,6,white
West,599,6,white
West,759,5,white
West,933,5,red
East,227,6,white
South,1314,6,white
North,448,5,white
South,1008,5,white
North,373,5,red
North,461,6,white
East,187,5,white
South,531,6,white
South,1289,6,white
South,507,6,white
North,1332,6,white
South,1195,5,red
South,1099,6,red
South,1354,5,white
South,1264,5,red
South,1248,7,white
South,256,6,red
East,516,6,white
West,331,7,white
North,208,5,red
West,1250,8,white
North,1015,6,white
West,1102,4,white
East,266,4,white
East,256,4,red
West,1397,5,red
North,1029,5,white
North,632,6,white
South,1182,6,white
North,450,6,white
North,22,6,white
East,950,7,white
South,1565,6,red
West,1271,7,white
North,1108,5,white
South,479,5,red
West,536,6,white
West,374,7,white
East,1376,7,white
West,342,6,white
West,404,5,white
West,1433,9,white
North,1289,6,white
West,1118,6,white
North,314,5,white
North,380,5,red
South,358,7,white
West,899,6,white
South,628,6,white
East,1039,6,white
East,843,6,white
South,144,4,red
West,1103,5,white
West,1607,6,red
West,78,5,red
South,1066,5,white
West,386,5,white
East,149,5,white
West,6,7,red
West,820,6,white
South,289,4,white
South,225,6,red
West,462,5,red
South,1201,4,white
North,416,5,white
East,567,7,white
North,335,5,white
West,249,7,white
South,825,7,red
West,419,6,red
South,1054,6,white
East,199,4,white
West,31,5,white
West,856,3,white
East,1513,8,white
West,1627,5,white
North,428,6,white
West,902,7,white
South,1005,7,white
East,821,6,red
East,1242,6,red
North,320,5,white
South,1520,6,white
North,124,5,white
West,472,6,white
West,785,6,white
East,1584,5,white
North,126,6,white
South,128,5,red
North,832,6,white
South,40,5,red
West,286,7,white
South,138,6,white
South,1555,5,white
South,205,5,white
North,651,6,red
South,549,6,red
West,145,6,white
West,1545,5,white
South,664,8,white
East,1269,5,red
South,273,6,red
East,1533,6,white
North,264,5,red
East,195,6,white
North,852,6,white
East,288,7,white
West,278,5,red
South,1577,5,white
East,1581,6,white
East,172,5,red
West,154,7,red
West,1003,6,white
West,520,7,red
West,116,7,white
South,546,6,red
South,107,5,white
East,1542,5,white
West,1467,6,white
West,953,7,white
North,211,7,white
North,1221,6,white
East,511,6,red
West,113,6,white
North,432,5,white
North,3,6,red
East,242,5,red
South,1338,6,white
East,325,6,white
East,243,5,red
South,281,5,red
East,24,6,red
West,329,6,white
North,404,6,red
East,777,5,white
West,674,5,white
East,720,6,white
West,807,5,white
North,1611,6,white
East,294,6,red
South,1610,6,white
West,1575,7,red
South,320,7,white
South,1283,5,white
West,130,5,white
South,810,6,white
West,41,5,red
East,1440,7,white
South,1481,8,white
North,325,7,white
East,173,5,white
North,577,6,red
East,1457,5,white
East,1361,5,red
North,549,6,white
South,66,7,white
West,861,5,red
South,996,5,white
North,160,6,white
North,621,5,white
East,717,8,white
South,1133,6,white
East,461,7,white
North,744,5,white
West,626,6,red
East,823,7,white
South,1349,6,red
West,1096,5,white
East,1519,5,white
West,135,7,white
West,1606,5,white
North,822,6,white
North,228,5,white
West,647,6,red
North,1194,5,white
South,1303,5,white
West,940,7,white
West,63,4,white
East,895,6,red
North,1422,7,red
West,1526,5,white
West,639,6,red
North,391,6,white
North,1344,6,white
South,497,7,white
West,332,6,white
North,855,6,white
South,818,5,red
West,1015,5,white
South,264,5,white
East,707,6,white
South,1584,5,white
East,15,4,white
North,640,7,white
West,827,6,white
South,396,6,white
West,628,5,white
North,287,7,white
North,1580,5,white
East,1505,7,white
East,182,4,white
West,1611,6,white
East,128,6,red
West,178,5,white
East,1024,5,white
South,72,7,white
South,149,6,white
North,17,6,white
West,1407,6,white
North,1328,5,white
South,181,6,white
West,1078,5,red
South,232,5,red
East,907,6,red
West,197,5,red
East,1496,7,red
South,952,7,red
South,1052,6,white
South,262,8,white
West,361,6,white
South,858,6,white
West,1045,6,red
West,676,5,white
North,630,6,white
South,898,7,red
South,1059,6,white
East,608,6,white
West,340,6,white
West,1573,5,white
West,616,5,white
East,961,7,white
West,255,5,red
West,1616,7,white
East,764,5,white
East,359,6,white
North,333,5,white
South,1579,5,white
West,972,5,white
East,13,6,white
North,198,6,white
East,873,5,red
West,352,6,red
West,838,5,red
South,28,6,white
North,1613,7,white
North,387,6,white
East,482,5,white
East,133,5,red
South,1417,5,white
South,1449,6,white
West,1438,6,red
North,770,6,red
North,1216,4,white
West,474,7,white
West,673,7,white
South,958,7,white
West,120,7,white
South,467,6,white
East,145,5,white
West,864,4,white
South,763,6,white
South,1304,6,white
South,1012,6,white
North,493,6,white
South,1121,5,red
South,909,7,white
East,1429,5,red
West,625,6,white
South,247,6,red
South,882,6,white
South,744,6,red
North,948,5,white
West,880,5,white
South,1292,7,white
East,237,6,white
North,223,7,red
South,971,7,white
South,122,7,red
South,1300,5,white
North,853,4,red
West,449,5,white
North,1215,8,white
West,1012,6,white
East,882,5,white
North,785,7,red
North,76,7,white
South,1084,6,red
East,1221,6,white
South,1398,5,white
North,458,6,red
East,1402,6,white
East,1492,7,white
North,921,7,white
East,1565,5,red
South,101,6,white
West,423,7,white
East,329,8,white
North,356,6,white
East,296,5,white
West,1007,5,white
West,67,6,white
South,76,6,white
South,154,7,red
South,1455,5,white
East,1234,8,red
North,1396,6,white
West,1483,5,white
South,196,7,white
East,557,6,white
South,737,4,white
West,519,5,red
West,744,5,red
East,1056,5,white
East,122,7,white
West,1104,5,white
East,328,5,white
South,568,5,red
South,436,8,white
East,767,4,white
West,293,5,red
South,778,5,white
East,527,5,white
South,423,6,white
North,1196,5,white
East,598,6,white
West,1139,6,red
West,1569,6,white
North,926,5,white
North,868,7,white
North,662,7,white
South,1224,5,white
West,1125,5,white
West,447,6,red
North,665,7,white
East,869,5,white
South,775,6,red
North,1585,5,white
North,377,6,white
South,1095,6,red
South,404,5,white
South,724,6,white
West,265,5,white
West,730,6,white
East,337,5,red
West,1501,6,red
East,64,7,white
East,336,6,white
East,596,6,white
East,320,5,white
North,438,5,white
South,888,6,white
South,817,8,white
West,226,6,white
East,891,5,red
West,434,6,white
South,811,7,white
South,871,6,white
East,206,6,white
North,888,5,red
North,792,5,white
West,1589,4,white
South,709,7,white
East,231,6,white
North,213,5,white
East,1247,6,white
West,421,6,red
North,1151,5,white
North,1083,6,white
West,1008,6,red
East,813,5,white
South,482,3,white
West,1476,6,white
South,426,5,red
South,1170,6,red
North,140,6,red
East,790,6,white
South,683,6,white
East,807,6,white
East,277,7,white
East,846,5,white
East,824,6,white
East,428,7,red
West,128,5,white
South,1376,7,white
North,37,7,red
North,45,5,white
East,413,7,white
East,1372,7,white
South,1394,6,white
North,1599,7,white
East,1415,6,white
East,339,6,white
South,924,5,white
North,187,7,white
North,591,6,red
South,402,7,red
West,1267,5,white
East,804,6,red
North,564,5,red
East,350,6,white
West,1041,7,white
East,770,5,white
West,162,6,white
East,558,7,white
East,1568,5,white
East,1473,6,red
North,34,6,white
North,259,4,white
East,1265,6,white
East,489,5,white
North,1362,6,white
South,920,5,white
East,352,7,white
North,808,6,white
East,1604,6,red
North,1016,6,white
South,841,5,white
North,1512,5,white
North,1462,7,red
North,1366,5,white
West,1105,5,red
South,704,3,white
South,666,7,white
North,823,6,red
South,414,7,white
West,1466,7,red
West,1261,8,white
East,481,6,white
North,111,6,white
East,470,6,red
East,430,5,red
West,482,6,white
West,721,7,white
North,1317,5,red
North,685,6,white
East,57,5,white
North,772,5,red
East,899,7,white
North,1169,5,white
East,880,6,white
East,1171,6,white
East,797,7,red
West,701,8,white
North,844,5,red
West,968,6,white
North,466,5,white
North,1253,6,white
North,1062,7,white
North,370,6,white
East,298,6,white
East,1155,5,white
East,591,8,white
West,1175,6,white
South,114,6,white
South,235,7,white
North,1135,8,white
West,358,6,red
East,1394,5,white
East,1550,5,red
North,691,6,white
West,359,7,white
North,1547,5,white
West,201,5,red
West,890,6,white
West,476,6,white
North,1166,7,white
North,347,5,white
East,998,5,red
South,994,6,red
North,475,6,white
West,729,6,white
East,641,7,white
West,65,8,white
North,625,6,white
East,993,6,white
North,1495,6,white
East,728,7,white
North,1484,6,white
East,378,7,white
North,870,4,white
West,156,6,red
East,25,6,white
South,180,5,white
West,1336,7,red
South,592,5,white
South,1117,6,white
West,111,6,white
West,1025,5,red
East,434,6,white
East,1046,6,red
South,367,5,white
East,375,7,white
North,1001,7,white
South,1434,5,white
West,492,5,red
East,1476,5,white
East,1108,5,white
East,106,6,white
South,1218,6,white
North,273,6,white
East,8,6,white
East,483,6,white
East,1035,6,white
North,956,7,red
East,1161,6,white
East,72,7,white
West,719,6,white
West,804,5,white
North,1048,4,red
North,56,5,white
West,1288,6,red
East,1087,6,white
South,135,5,red
East,1430,6,white
North,291,6,white
South,701,6,white
South,1575,6,white
West,20,6,red
North,1365,7,white
West,206,6,white
North,1420,6,red
West,925,5,white
North,1088,5,white
East,1135,5,red
East,667,5,red
East,184,5,red
West,1548,6,white
South,1343,4,white
South,1032,5,white
East,1272,6,red
South,1236,7,white
South,1106,6,white
West,1421,6,white
East,959,7,white
East,505,6,white
North,741,6,white
South,805,5,white
West,1115,6,red
South,741,5,white
West,788,4,white
West,1615,5,white
West,396,8,white
East,1381,8,white
South,51,5,red
East,491,6,white
South,1602,5,red
South,600,6,white
West,871,6,red
East,752,5,white
East,1133,5,white
West,1316,6,white
West,621,6,white
East,79,5,white
South,1244,7,white
North,1441,6,white
West,294,5,white
South,1296,5,white
North,929,6,red
East,1465,6,white
South,324,6,white
East,517,6,white
West,479,7,white
North,1361,7,red
East,1598,5,red
West,704,6,white
North,433,7,white
East,257,6,white
South,162,5,red
West,796,8,white
North,1595,5,white
West,1491,6,white
East,431,6,red
West,1000,4,white
South,9,6,white
South,1256,5,white
West,1285,6,white
North,1162,5,red
South,758,7,white
South,1060,5,red
South,932,6,white
East,1435,5,white
West,4,6,white
North,275,7,white
South,1051,6,red
South,893,6,white
East,1212,8,red
West,734,5,white
South,684,6,white
East,135,5,white
West,977,7,white
North,828,6,red
North,328,7,white
South,716,6,red
East,590,5,white
North,991,6,white
North,1590,5,white
South,965,5,white
South,644,5,white
East,101,5,red
North,761,7,white
West,475,6,white
South,944,7,white
East,954,6,white
East,534,6,white
West,777,6,white
West,153,5,white
North,342,6,white
South,687,8,white
North,978,5,red
North,1154,7,white
North,473,6,white
North,551,6,white
North,137,7,white
West,1511,6,white
East,949,6,white
East,436,6,white
West,1022,6,white
West,1263,5,white
North,961,6,white
South,532,6,white
South,463,6,red
West,1411,6,red
South,496,6,white
North,1212,6,white
East,648,8,white
North,77,6,white
West,1204,5,white
South,827,6,red
East,618,6,white
East,402,6,white
South,1442,5,white
South,148,5,white
South,325,7,white
South,1036,5,white
South,1281,6,white
South,567,5,red
West,1246,5,white
West,106,6,red
West,1577,7,white
South,1337,7,red
East,967,4,white
North,1475,5,white
East,338,5,white
East,1213,8,white
South,1550,5,red
South,489,5,white
North,1279,6,white
North,1548,5,white
South,1468,6,red
East,665,6,white
North,138,5,red
West,653,6,white
East,726,6,white
East,994,6,white
West,543,5,white
North,788,6,white
South,1581,6,white
East,817,4,red
North,149,5,red
South,483,5,white
North,587,7,white
North,1518,5,white
East,930,6,red
North,1044,4,red
East,1618,5,white
South,302,6,red
South,192,6,white
West,939,5,white
South,1026,5,white
West,783,6,white
West,258,5,white
North,1240,5,white
West,1166,6,white
South,1362,5,white
West,79,7,white
North,734,6,white
North,1587,8,white
South,1603,5,white
South,1254,7,white
South,663,6,red
West,214,7,white
West,241,5,white
West,1240,5,red
North,579,6,white
South,1406,6,white
East,1191,3,white
North,552,5,red
North,115,6,white
South,914,6,white
North,1251,7,white
West,70,6,white
East,10,7,red
West,629,7,red
North,195,5,red
North,1296,6,white
South,1145,6,white
East,543,6,red
West,99,6,red
South,973,6,red
South,98,6,white
North,1234,6,white
East,180,6,white
East,369,5,white
East,392,5,red
East,822,6,red
North,503,7,white
North,824,6,white
North,1531,5,white
West,17,6,white
North,1479,6,white
East,1409,7,white
West,1168,6,white
South,469,5,red
West,738,6,red
East,1543,6,red
South,230,8,white
South,254,5,red
North,197,5,white
South,525,7,red
East,970,5,white
East,500,7,white
South,621,5,white
South,686,5,white
North,1428,6,white
North,1181,7,white
West,387,6,white
East,420,6,red
West,1559,6,white
East,437,7,white
North,680,7,red
North,1301,6,white
West,541,7,white
North,1482,6,white
West,1145,7,red
South,809,7,white
West,1277,6,white
East,1270,6,red
West,1017,5,red
North,407,6,red
North,1294,6,white
North,202,7,white
West,1425,6,white
North,1298,5,white
South,234,6,white
East,178,6,red
West,781,7,white
South,1050,3,white
East,971,5,white
West,77,5,white
South,725,5,white
South,752,5,white
East,1544,5,white
North,171,6,white
East,816,5,white
North,116,6,white
South,1167,5,white
East,910,5,white
West,1056,5,red
East,1296,7,white
South,252,3,red
South,512,6,white
East,236,5,white
West,485,6,red
West,1317,6,red
South,504,6,white
West,1013,8,white
West,572,6,red
North,1425,6,white
West,918,6,white
West,1229,4,white
South,32,5,white
West,81,5,white
West,954,6,white
North,281,6,white
East,1163,5,white
South,1382,6,white
South,345,5,white
South,759,5,white
South,802,5,white
North,1359,5,white
South,1064,5,red
South,1491,5,white
South,1072,7,red
South,1426,5,white
South,77,5,red
East,589,5,white
East,586,5,white
East,373,5,white
South,351,5,red
North,154,6,white
East,835,6,white
South,1586,5,white
South,129,3,red
South,984,6,white
South,388,6,white
South,226,5,red
North,1069,7,white
East,803,7,white
East,1285,6,white
West,470,7,white
West,367,5,red
South,831,5,red
West,381,5,white
North,1175,5,white
South,1057,7,white
South,1433,6,red
North,1545,4,red
West,743,8,white
West,508,6,red
North,891,6,white
West,875,5,white
South,401,6,red
West,992,5,red
North,386,5,red
North,1395,5,white
East,965,5,red
West,52,6,white
North,190,4,red
North,155,5,white
North,1469,5,red
West,66,5,white
South,178,5,red
South,949,5,red
South,565,5,white
South,227,7,white
West,407,6,white
East,908,7,white
South,334,6,red
North,836,7,white
West,824,6,white
West,397,6,white
South,1431,5,white
East,163,5,white
East,1534,6,red
East,518,6,white
West,1247,7,white
North,700,6,white
East,1049,6,white
East,974,7,white
West,641,6,red
South,1609,4,white
South,106,5,red
East,1181,6,white
East,14,7,white
North,851,6,red
West,1436,5,white
West,919,6,white
West,1304,5,white
North,539,7,white
North,733,6,white
North,958,7,white
East,193,5,red
East,1514,7,white
East,981,5,white
North,1080,6,white
West,1059,5,white
South,14,6,red
East,1311,5,white
East,68,6,red
West,1500,6,white
North,572,6,red
South,1311,7,white
North,395,5,white
South,695,7,white
South,97,6,white
West,1026,7,white
South,80,6,white
South,755,5,white
East,435,7,white
West,780,5,white
South,697,8,white
North,1098,7,white
South,403,7,white
North,580,9,white
West,1163,6,white
West,841,6,white
South,680,6,white
East,794,6,white
West,1529,5,white
South,1265,5,white
South,978,5,white
West,1170,7,red
West,1390,6,white
North,1525,6,white
North,1375,6,white
North,254,7,white
West,233,5,white
West,1069,6,white
West,1566,7,white
West,1392,5,white
South,458,6,white
East,28,6,white
North,1116,8,white
South,1019,6,white
North,1364,7,white
North,1312,7,white
South,1158,6,white
North,84,5,red
West,1618,6,white
South,713,5,red
North,754,5,white
South,553,6,white
South,950,5,white
North,1566,7,white
East,179,6,red
West,1149,7,white
North,420,6,red
South,453,5,red
North,1583,6,white
West,1322,6,white
South,1030,5,red
North,1522,6,red
North,1128,6,white
East,69,5,white
South,1608,5,white
North,615,6,red
South,1043,5,white
North,186,7,white
West,1538,6,white
West,1360,6,white
South,244,5,white
West,661,6,white
West,510,5,white
East,363,6,red
South,699,6,white
West,1239,5,white
North,284,6,red
East,1532,6,white
North,1219,6,white
North,1226,6,red
South,961,7,red
South,1502,6,white
North,1107,6,white
North,543,6,white
West,114,7,red
South,548,6,white
West,8,5,white
North,574,6,white
West,19,8,white
South,1509,5,white
South,1310,5,white
South,1409,4,white
South,782,5,white
East,225,7,white
South,1088,6,white
East,1274,5,white
North,153,6,white
East,284,6,red
West,1515,7,white
South,660,7,white
East,364,5,red
East,1563,5,white
North,604,6,white
North,789,5,red
South,1600,7,red
North,802,6,white
North,1086,4,white
South,253,6,white
North,697,6,white
West,843,3,red
West,101,7,white
West,269,7,white
East,985,6,white
South,1319,5,red
East,497,7,white
South,925,6,red
North,1570,5,white
North,1051,7,white
East,283,5,white
South,1164,7,white
East,1299,5,white
North,1581,5,white
North,1050,6,red
East,1239,6,red
East,487,6,white
West,1536,7,white
West,283,7,white
East,592,6,red
South,822,5,white
South,646,7,red
West,29,6,white
East,1321,6,white
West,216,5,white
East,1098,6,white
West,1432,6,red
South,906,6,white
East,1206,5,white
North,1378,5,white
East,264,6,white
North,215,5,white
West,395,6,red
East,1065,5,white
North,693,6,red
West,330,5,red
West,133,6,white
East,684,5,white
South,1359,6,white
West,800,7,white
West,1089,5,red
North,779,4,red
East,933,5,red
West,402,5,red
South,748,7,white
South,1527,5,white
South,187,5,white
West,521,5,white
West,152,6,white
East,814,6,white
South,1269,5,red
East,154,5,white
East,811,6,white
North,1575,6,red
East,1015,7,white
East,1572,6,red
West,959,5,white
North,1038,5,white
North,1562,6,white
North,895,6,white
East,1318,5,white
East,290,6,white
East,1439,7,red
West,557,5,red
North,1394,6,white
North,436,6,white
West,1211,5,red
East,756,6,white
West,1406,6,white
South,851,5,white
North,556,7,white
West,525,5,white
North,226,6,white
South,1024,6,red
East,1062,5,red
East,666,6,white
South,743,6,white
West,613,6,red
South,891,5,white
East,269,7,white
North,758,6,white
East,292,6,white
North,944,7,white
North,955,5,white
North,1348,5,white
East,936,6,white
West,577,8,white
North,33,6,white
South,1234,7,white
West,455,5,white
West,778,5,white
West,1200,5,white
East,221,5,white
North,1232,7,white
West,1291,6,white
East,1230,8,red
South,211,6,red
West,335,6,white
South,146,6,red
South,1103,7,white
North,231,6,white
South,872,4,red
West,1340,8,white
North,113,5,white
West,18,5,red
West,1284,6,white
East,1317,5,white
South,762,6,white
West,1331,6,red
East,308,4,white
North,1607,6,white
South,941,5,white
West,607,5,white
North,826,7,white
West,978,5,red
West,737,6,white
West,1276,6,white
East,429,6,white
South,1177,6,white
West,1342,7,white
North,296,8,white
North,1453,5,white
West,1217,6,white
North,644,5,red
South,590,6,white
South,219,6,red
South,266,6,white
East,478,6,white
South,1074,6,white
East,1154,7,white
East,1341,6,white
West,1254,5,white
South,1134,5,red
North,403,5,white
West,1154,6,red
West,582,6,red
East,1010,7,white
South,1022,6,white
West,1420,5,red
South,967,3,white
West,287,7,white
North,592,4,red
South,1131,6,white
West,636,6,white
North,1509,7,white
East,1593,6,red
South,988,7,white
South,237,6,white
West,735,6,white
West,148,6,white
South,327,4,red
East,963,5,white
North,166,5,red
South,1163,5,red
East,418,6,white
South,263,4,red
West,1620,8,white
East,168,7,white
South,23,6,red
East,859,7,white
East,501,7,red
South,63,6,white
West,450,5,red
West,971,7,white
South,276,4,red
South,860,6,white
North,1569,6,white
West,1327,6,white
North,1141,6,white
North,1316,7,white
North,845,7,white
South,828,6,red
North,1464,5,white
North,1197,6,white
West,336,5,white
West,290,5,white
West,794,6,white
West,227,6,white
South,131,7,white
West,1398,6,white
North,1092,6,white
East,327,6,white
West,229,8,white
North,87,5,white
West,1320,5,red
East,438,6,white
East,100,6,red
North,1019,6,white
East,637,5,white
North,1040,6,white
West,365,5,red
North,1614,5,red
North,31,5,white
North,1577,6,white
North,624,7,white
West,26,5,white
South,288,7,white
East,1225,5,white
North,431,7,red
North,480,5,white
East,307,6,red
North,1261,5,white
East,395,5,white
South,1157,5,white
North,1307,5,white
West,598,8,white
North,1059,5,white
North,103,6,red
North,151,5,white
East,1209,6,red
West,754,7,white
North,1281,6,white
East,625,6,white
East,166,7,white
South,930,7,white
West,686,7,red
