Vineyard,Wine,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
North,1055,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13
South,650,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7
West,821,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5
East,1143,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6
West,1571,5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8
North,1290,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1
East,333,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7
South,1033,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5
East,692,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3
West,262,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3
East,749,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7
South,729,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3
West,1165,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11
East,836,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2
North,1424,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5
East,393,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5
East,738,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7
West,1510,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9
North,178,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5
West,38,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1
South,1493,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6
North,1330,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8
South,1258,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13
North,1311,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9
North,1337,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1
West,1158,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5
North,1591,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1
North,1433,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1
West,1324,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2
South,166,6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8
East,1494,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8
North,219,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4
North,1057,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5
South,1247,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7
East,1536,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5
East,1001,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10
East,1017,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6
East,441,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5
East,660,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3
West,341,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1
North,1176,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1
East,1011,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4
South,526,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
West,220,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7
North,723,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5
West,1343,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9
North,898,8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7
East,1529,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2
South,495,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3
South,1393,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4
South,543,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6
North,48,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2
West,1368,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8
West,682,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9
North,1145,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4
North,1476,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5
West,441,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
East,601,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3
North,655,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7
South,1525,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2
North,1421,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2
South,34,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2
West,1224,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
East,1245,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1
East,248,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2
North,1104,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11
East,1218,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6
North,1468,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7
East,659,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2
East,1164,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5
South,706,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1
East,97,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7
East,809,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3
West,471,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7
West,862,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1
West,658,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8
North,97,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4
South,1014,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5
West,1492,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
North,236,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9
West,1042,4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14
South,46,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5
North,485,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6
North,798,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2
West,457,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5
North,460,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9
East,19,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3
West,1586,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5
West,1339,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9
South,315,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
East,152,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11
North,323,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8
North,509,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6
North,279,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2
East,1088,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9
South,623,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3
North,114,6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7
North,321,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5
West,337,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6
West,1570,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6
East,1472,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7
South,240,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7
South,1620,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1
West,1216,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2
North,1528,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
North,1021,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
West,98,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5
East,551,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8
South,71,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8
North,908,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1
South,838,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4
East,11,7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5
East,1022,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4
North,1061,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4
East,927,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7
North,29,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7
South,208,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5
East,1404,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9
North,1460,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9
East,913,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6
South,346,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
North,716,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4
North,1437,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6
North,318,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5
West,916,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
East,848,11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1
West,1002,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2
East,663,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11
South,268,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9
North,1579,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4
North,394,5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4
West,1410,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10
East,29,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
East,800,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5
East,271,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
North,1165,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2
South,410,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8
East,1020,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2
North,141,8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8
South,11,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9
West,171,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1
South,1210,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8
East,1018,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9
North,1374,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3
West,517,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05
West,893,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3
South,616,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2
North,452,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10
West,1361,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8
East,1585,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6
East,162,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
West,1408,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7
North,135,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3
South,214,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
East,401,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4
East,1100,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6
West,926,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
North,122,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
West,631,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5
East,1371,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4
West,1244,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2
West,705,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4
South,786,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7
West,679,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8
East,912,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4
East,252,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7
West,1524,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1
East,23,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6
East,650,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13
South,1589,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2
East,1495,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7
North,519,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12
West,309,7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8
East,400,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4
North,1486,6.8,0.29,0.56,11.9,0.043,66,230,0.9972,3.02,0.63,9.3
West,970,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4
East,1052,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2
North,492,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5
West,304,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10
East,331,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9
South,1564,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8
South,1582,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8
West,480,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
South,999,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5
South,508,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9
South,1284,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2
North,532,7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6
North,909,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11
North,388,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6
North,112,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2
East,562,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8
North,599,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7
South,347,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7
West,157,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9
North,1616,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
East,241,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5
West,1512,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1
North,658,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3
North,1560,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8
West,1210,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4
East,1486,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5
West,467,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10
East,1500,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5
East,863,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3
South,1146,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5
North,914,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
North,379,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
South,370,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11
North,1340,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3
West,635,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2
South,751,5.1,0.26,0.33,1.1,0.027,46,113,0.98946,3.35,0.43,11.4
East,1447,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
North,911,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
East,754,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8
West,62,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11
South,160,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5
North,511,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8
East,861,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11
West,1554,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2
West,1446,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1
West,2,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1
East,860,6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1
West,53,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2
East,1582,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8
East,58,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9
North,1244,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2
East,390,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2
North,835,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9
West,842,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3
West,853,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8
East,1124,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4
West,1083,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1
South,442,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6
South,1123,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1
West,1359,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8
South,19,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3
West,1182,6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6
East,575,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5
East,1139,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
South,1179,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
West,493,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6
East,673,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5
East,550,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7
East,1095,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1
East,773,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10
East,1260,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3
North,721,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10
East,1570,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
West,442,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2
East,270,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1
North,812,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8
West,599,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12
West,759,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5
West,933,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8
East,227,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3
South,1314,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6
North,448,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
South,1008,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7
North,373,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5
North,461,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5
East,187,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
South,531,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12
South,1289,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7
South,507,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2
North,1332,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5
South,1195,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5
South,1099,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4
South,1354,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2
South,1264,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3
South,1248,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
South,256,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8
East,516,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6
West,331,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9
North,208,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4
West,1250,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8
North,1015,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9
West,1102,9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10
East,266,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9
East,256,10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6
West,1397,9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7
North,1029,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7
North,632,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5
South,1182,6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9
North,450,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1
North,22,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9
East,950,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9
South,1565,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
West,1271,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8
North,1108,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
South,479,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11
West,536,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7
West,374,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
East,1376,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4
West,342,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8
West,404,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4
West,1433,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4
North,1289,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
West,1118,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9
North,314,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6
North,380,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10
South,358,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
West,899,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3
South,628,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5
East,1039,7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5
East,843,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9
South,144,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8
West,1103,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5
West,1607,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7
West,78,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
South,1066,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85
West,386,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9
East,149,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2
